,collocation,lemma,rel type,deprel type,count,word 1 count,word 2 count,lemma count,lemma 1 count,lemma 2 count,dice,log-likelihood,translation,tsne_1,tsne_2,origin,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cluster_agglo
1813,әліпбиін латын,әліпби лат,propn-propn,flat:name-flat:name,3,12,3,,,,0.4,66.84846755,Latin,-17.435055,-7.13614,kk,738.0,738.0,738.0,15.0
1814,жүсіп көпеевпен,жүсіп көпеев,noun-noun,nmod:poss-nsubj,3,46,35,,,,0.074074074,37.69260687,Joseph with Kopeyev,22.13531,15.629707,kk,740.0,740.0,740.0,26.0
1815,ішек таяқшамен,ішек таяқша,noun-noun,nsubj-compound,3,35,36,,,,0.084507042,39.21965402,with a bowel stick,4.354647,21.20204,kk,741.0,741.0,741.0,6.0
1816,нан алқабымен,нан алқап,noun-noun,nmod:poss-root,3,75,8,,,,0.072289157,44.56887475,with bread valley,0.09358234,23.464546,kk,742.0,742.0,742.0,67.0
1817,алқап бидаймен,алқап бидай,propn-propn,nmod:poss-flat:name,3,7,9,,,,0.375,59.32660905,Valley with wheat,-0.43980324,24.528715,kk,743.0,743.0,743.0,67.0
1818,кафедра доцентімен,кафедра доцен,noun-noun,nmod:poss-nsubj,3,6,40,,,,0.130434783,50.71629541,With Associate Professor of the Department,-23.405851,-19.95282,kk,744.0,744.0,744.0,69.0
1819,илья ильинмен,илья ильин,adj-noun,amod-obj,3,6,92,,,,0.06122449,45.58733419,Ilya Ilyinman,8.252276,45.30078,kk,745.0,745.0,745.0,5.0
1820,торының жиілігі,торын жиілік,adj-noun,amod-nsubj,3,8,21,,,,0.206896552,52.53486326,The frequency of grid,36.79381,-7.9735084,kk,746.0,746.0,746.0,8.0
1821,интеграциялық процеспен,интеграциялық процес,propn-propn,appos-flat:name,3,7,6,,,,0.461538462,62.46606465,With integration process,22.39949,-9.786094,kk,747.0,747.0,747.0,2.0
1822,әділбек жақсыбековты,әділбек жақсыбеков,adj-noun,amod-nmod:poss,3,15,4,,,,0.315789474,60.83379042,Adilbek Dzhaksybekov,-8.2933655,43.469505,kk,749.0,749.0,749.0,47.0
1823,тарихи-мәдени қорық-музей,тарихи-мәдени қорық-музей,adj-noun,amod-nmod:poss,3,13,5,,,,0.333333333,59.56914207,Historical and cultural reserve-museum,-7.6172585,-37.977417,kk,751.0,751.0,751.0,70.0
1824,атмосфералық фронтпен,атмосфералық фронт,propn-propn,nmod:poss-nsubj,3,75,23,,,,0.06122449,37.34511045,with atmospheric front,31.196877,-10.971711,kk,753.0,753.0,753.0,87.0
1825,птр тестімен,птр тест,noun-noun,compound-nsubj,3,7,13,,,,0.3,56.73860071,With a PCR test,21.741373,38.506145,kk,754.0,754.0,754.0,29.0
1826,головкин альвареске,головкин альварес,noun-verb,obj-acl,3,30,44,,,,0.081081081,38.93849594,Golovkin to Alwares,14.263038,47.09784,kk,755.0,755.0,755.0,5.0
1827,монша саунаға,монша сауна,noun-noun,compound-obl,3,4,7,,,,0.545454545,66.28512749,bathe sauna,5.6233425,29.91515,kk,756.0,756.0,756.0,67.0
1828,санкцияны ұзарту,санкция ұзарт,propn-propn,nsubj-flat:name,3,9,6,,,,0.4,60.56953971,extension of sanctions,9.815985,-2.2520897,kk,757.0,757.0,757.0,83.0
1829,жалмау кемпірге,жалмау кемпір,noun-noun,nmod:poss-nmod:poss,3,7,64,,,,0.084507042,46.56572427,to the ribs to the old woman,18.654867,20.630926,kk,758.0,758.0,758.0,93.0
1830,әбіш кекілбаевқа,әбіш кекілбаев,propn-propn,appos-flat:name,3,15,8,,,,0.260869565,54.74759278,Abish Kekilbayev,-20.809465,34.0551,kk,759.0,759.0,759.0,117.0
1831,наиб имамға,наиб имам,propn-propn,appos-flat:name,3,6,5,,,,0.545454545,65.29664481,naib to imam,-17.3295,26.225967,kk,760.0,760.0,760.0,91.0
1832,ерболат досаев,ерболат досаев,adj-noun,amod-nsubj,3,23,27,,,,0.12,43.69713882,Yerbolat Dossayev,-9.464213,44.95677,kk,761.0,761.0,761.0,47.0
1833,шәмші қалдаяқовқа,шәмші қалдаяқов,adj-noun,amod-nsubj,3,5,75,,,,0.075,48.42317127,Shamshi Kaldayakov,-15.122631,33.92006,kk,762.0,762.0,762.0,32.0
1834,контейнерлік пойызға,контейнерлік пойыз,propn-propn,flat:name-flat:name,3,5,7,,,,0.5,64.05370307,to a container train,19.775143,-12.002535,kk,764.0,764.0,764.0,2.0
1835,лидер съезіне,лидер съезі,propn-propn,appos-flat:name,3,9,11,,,,0.3,55.99643142,To the Leader Congress,-37.29764,-38.045574,kk,765.0,765.0,765.0,71.0
1836,иманғали тасмағамбетовке,иманғали тасмағамбетов,adj-noun,amod-obj,3,28,8,,,,0.166666667,50.69185803,to Imangali Tasmagambetov,-16.187576,36.47492,kk,766.0,766.0,766.0,53.0
1837,рашид мыңбаев,рашид мыңбаев,adj-noun,amod-obj,3,4,27,,,,0.193548387,57.0089632,Rashid Mynbayev,-10.138489,41.222878,kk,767.0,767.0,767.0,47.0
1838,жаңажылдық шырша,жаңажылдық шырша,adj-noun,amod-nmod,3,41,38,,,,0.075949367,37.89299926,New Year's tree,-0.65201235,12.261955,kk,770.0,770.0,770.0,118.0
1839,қ. қуанышбаевқа,қ. қуанышбаев,noun-noun,nmod:poss-nmod:poss,3,3,52,,,,0.109090909,57.40522724,K. Kuanyshbayev,-22.773203,35.260483,kk,771.0,771.0,771.0,53.0
1840,базалық ставкаға,базалық ставка,noun-noun,nmod:poss-appos,3,35,15,,,,0.12,44.85790971,to the base rate,18.662842,-7.575199,kk,772.0,772.0,772.0,2.0
1841,дизел отынға,дизел отын,noun-noun,nmod:poss-obj,3,13,8,,,,0.285714286,55.71433008,to diesel fuel,5.9852753,1.0872617,kk,773.0,773.0,773.0,92.0
1842,өкпе обырға,өкпе обыр,propn-propn,appos-flat:name,3,7,4,,,,0.545454545,66.28512749,Lung cancer,21.922915,26.720228,kk,774.0,774.0,774.0,110.0
1843,шылым шегуге,шылым шегу,adj-noun,amod-nsubj,3,5,6,,,,0.545454545,65.29664481,to smoke,17.016117,27.140852,kk,775.0,775.0,775.0,68.0
1844,расул жұмалыға,расул жұмалы,propn-propn,nsubj-flat:name,3,20,3,,,,0.260869565,63.43614751,Rasul to the end,12.223702,17.639652,kk,776.0,776.0,776.0,6.0
1845,роторлы экскаваторға,роторлы экскаватор,propn-propn,compound-flat:name,3,3,11,,,,0.428571429,67.45355342,to a rotor excavator,22.243145,-6.204597,kk,777.0,777.0,777.0,2.0
1846,қайсар табыновқа,қайсар табынов,adj-noun,amod-nsubj,3,5,27,,,,0.1875,54.7775942,to Kaisar Tabinov,-2.6679387,28.359354,kk,778.0,778.0,778.0,104.0
1847,әлкей марғұланға,әлкей марғұлан,propn-propn,appos-flat:name,3,32,3,,,,0.171428571,60.43224512,to Alkei Margulan,-6.324685,29.691235,kk,779.0,779.0,779.0,104.0
1848,ою өрнекке,ою өрнек,propn-propn,nsubj-flat:name,3,86,4,,,,0.066666667,49.81753957,to an ornamental expression,20.88647,26.13443,kk,780.0,780.0,780.0,110.0
1849,асхат шахаровқа,асхат шахаров,propn-propn,nsubj-flat:name,3,15,4,,,,0.315789474,60.83379042,To Askhat Shakharov,-14.942443,28.207209,kk,781.0,781.0,781.0,32.0
1850,бақыт жақановқа,бақыт жақанов,propn-propn,flat:name-flat:name,3,57,3,,,,0.1,56.83861725,Bakhyt Zhakanov,-2.6951632,29.061638,kk,782.0,782.0,782.0,104.0
1851,михаил мишустинге,михаил мишустин,adj-noun,amod-obj,3,13,51,,,,0.09375,43.48128981,Mikhail Mishusting,13.102335,36.16042,kk,783.0,783.0,783.0,46.0
1852,мұрат бақтиярұльға,мұрат бақтиярұль,noun-propn,nmod:poss-flat:name,3,5,16,,,,0.285714286,58.17198432,Murat to Bakhtiyaruly,-8.090293,28.017271,kk,784.0,784.0,784.0,104.0
1853,артериялық қан,артериялық қысым,propn-propn,nmod:poss-flat:name,3,16,3,,,,0.315789474,64.90202894,arterial blood,14.954682,1.9258674,kk,785.0,785.0,785.0,83.0
1854,экс-президент атамбаев,экс-президент атамбаев,propn-propn,appos-flat:name,3,4,16,,,,0.3,60.40338381,Former President Atambayev,-7.1432724,45.364784,kk,786.0,786.0,786.0,47.0
1855,серікбол қондыбайға,серікбол қондыбай,propn-propn,appos-flat:name,3,38,5,,,,0.139534884,52.62407824,Serikbols to landless,12.088515,20.558126,kk,787.0,787.0,787.0,6.0
1856,гази мұстафаға,гази мұстафа,noun-noun,nmod:poss-nmod:poss,3,60,25,,,,0.070588235,38.1799076,Gazi to Mustafa,-13.795119,25.775537,kk,788.0,788.0,788.0,91.0
1857,әлихан байменовке,әлихан байменов,adj-noun,amod-nmod:poss,3,31,55,,,,0.069767442,37.35083589,To Alikhan Baimenov,-21.715961,46.013577,kk,789.0,789.0,789.0,103.0
1858,мұрағат қорларына,мұрағат қорлар,adj-noun,amod-obj,3,17,20,,,,0.162162162,47.59283235,to archival funds,-3.321694,-8.730815,kk,790.0,790.0,790.0,108.0
1859,қолданбалы математикаға,қолданбалы математика,propn-propn,flat:name-flat:name,3,4,3,,,,0.857142857,75.84582987,To the applied mathematics,2.6829126,-8.909344,kk,791.0,791.0,791.0,108.0
1860,органикалық қосылысқа,органикалық қосылыс,adj-noun,amod-nmod:poss,3,22,17,,,,0.153846154,46.97576044,to organic compounds,32.35022,0.01508589,kk,792.0,792.0,792.0,55.0
1861,қуанышбек есекеевке,қуанышбек есекеев,noun-noun,nmod:poss-obj,3,11,62,,,,0.082191781,43.43128988,Kuanyshbek Yessekeyev,-11.091444,32.783306,kk,793.0,793.0,793.0,32.0
1862,конкурстық іріктеу,конкурстық іріктеу,noun-noun,nmod:poss-nmod:poss,3,8,91,,,,0.060606061,43.38724153,Competitive selection,-35.643074,-39.082592,kk,794.0,794.0,794.0,71.0
1863,омырау безіне,омырау без,noun-propn,appos-flat:name,3,40,11,,,,0.117647059,46.14361667,to the root of the breast,5.001473,33.926365,kk,795.0,795.0,795.0,96.0
1864,процестік кодекс,процестік кодек,noun-noun,nmod:poss-nmod:poss,3,10,62,,,,0.083333333,44.10479793,Procedural code,11.389917,-12.189007,kk,796.0,796.0,796.0,63.0
1865,ә. марғұланға,ә. марғұлан,propn-propn,nmod:poss-flat:name,3,6,6,,,,0.5,63.70900363,b. to Margulan,-6.725602,29.631052,kk,797.0,797.0,797.0,104.0
1866,ұйқ безіне,ұйқ без,propn-propn,nsubj-flat:name,3,7,4,,,,0.545454545,66.28512749,to the sleeping gland,6.776641,17.640982,kk,798.0,798.0,798.0,6.0
1867,төреғали төреәліге,төреғали төреәлі,noun-noun,compound-nsubj,3,20,35,,,,0.109090909,42.96206233,To Toregali Tore,-4.841535,9.878187,kk,799.0,799.0,799.0,57.0
1868,әбдімәлік әшіровке,әбдімәлік әшіров,propn-propn,nsubj-flat:name,3,27,3,,,,0.2,61.50757785,Abdumalik to Ashirov,-12.325285,36.14683,kk,800.0,800.0,800.0,32.0
1869,егіс алқапқа,егіс алқап,noun-noun,nmod:poss-nmod:poss,3,11,10,,,,0.285714286,55.23642257,to the sowing field,3.579162,17.412518,kk,801.0,801.0,801.0,6.0
1870,роза әлқожаға,роза әлқожа,noun-noun,nmod:poss-appos,3,46,51,,,,0.06185567,35.35086268,Rosa to Alkozhe,3.4245605,30.467607,kk,802.0,802.0,802.0,67.0
1871,атқыш дивизияға,атқыш дивизия,propn-propn,nsubj-flat:name,3,6,3,,,,0.666666667,72.02674485,Ramphlock to Division,-16.604942,-23.789026,kk,803.0,803.0,803.0,69.0
1872,анель қайырстановға,анель қайырстанов,adj-noun,amod-nmod:poss,3,12,83,,,,0.063157895,41.03885736,To Anel Zhaststanov,-14.502245,32.0245,kk,805.0,805.0,805.0,32.0
1873,мүфти ержандa,мүфти ержан,noun-noun,nmod:poss-nmod:poss,3,9,11,,,,0.3,55.99643142,Mufti Erganda,-1.9050579,41.60756,kk,806.0,806.0,806.0,51.0
1874,бастамашыл тобының,бастамашыл тобын,adj-noun,amod-obl,3,27,46,,,,0.082191781,39.33031311,initiogical group,-6.4573927,-18.376925,kk,807.0,807.0,807.0,65.0
1875,миңа атқышқа,мина атқыш,propn-propn,appos-flat:name,3,10,25,,,,0.171428571,49.78140221,to the brain shooter,2.1861947,24.10396,kk,808.0,808.0,808.0,67.0
1876,ернар айдарға,ернар айдар,propn-propn,appos-flat:name,3,20,6,,,,0.230769231,55.11852268,Yernar to the heading,0.65931565,28.444841,kk,810.0,810.0,810.0,67.0
1877,күлтек жырға,күлтек жыр,adj-noun,amod-nsubj,3,3,3,,,,1.0,80.34451102,ply to the song,22.510324,26.711731,kk,811.0,811.0,811.0,110.0
1878,тимур жақсылықовқа,тимур жақсылықов,propn-propn,appos-flat:name,3,7,3,,,,0.6,70.78379757,Timur Zhaksylykov,-4.1029234,29.67886,kk,812.0,812.0,812.0,104.0
1879,субдуральді гематомаға,субдуральді гематома,noun-verb,obl-root,3,56,5,,,,0.098360656,50.21791532,to subdural hematoma,17.184378,-5.1617527,kk,813.0,813.0,813.0,2.0
1880,дертке шалдыққан,дерт шалдыққа,propn-propn,appos-flat:name,3,43,4,,,,0.127659574,54.08476083,had a disorder,11.52845,23.43516,kk,815.0,815.0,815.0,6.0
1881,жамал хажоггиге,жамал хажогги,noun-noun,nmod:poss-nmod:poss,3,5,93,,,,0.06122449,47.10880187,Zhamal to Hazhoggie,18.185537,22.068413,kk,816.0,816.0,816.0,93.0
1882,марат шоранов,марат шоранов,adj-noun,amod-nsubj,3,16,76,,,,0.065217391,39.63194342,Marat Shoranov,1.9768234,41.85109,kk,817.0,817.0,817.0,51.0
1883,даңқты боксшы,даңқты боксшы,adj-noun,amod-obl,3,4,34,,,,0.157894737,55.55228052,glorious boxer,15.773954,7.8561215,kk,819.0,819.0,819.0,9.0
1884,дүбірлі додаға,дүбірлі дода,propn-noun,nmod:poss-nmod:poss,3,9,87,,,,0.0625,42.78953608,To the talate tournament,19.98781,19.616026,kk,821.0,821.0,821.0,93.0
1885,аламан бәйгеге,аламан бәйге,noun-noun,nmod:poss-nsubj,3,19,65,,,,0.071428571,39.45908427,Alaman to a race,-12.752981,9.556716,kk,822.0,822.0,822.0,52.0
1886,латын америкаға,латын америка,noun-noun,nmod:poss-nmod:poss,3,15,10,,,,0.24,53.11538507,Latin America,-17.490335,-5.8075757,kk,823.0,823.0,823.0,15.0
1887,атлетика федерациясы,атлетика федерация,verb-noun,acl-appos,3,3,53,,,,0.107142857,57.28754246,Athletics Federation,1.537654,-44.667248,kk,824.0,824.0,824.0,73.0
1888,теңгелік банкнотарға,теңгелік банкнот,noun-noun,obl-nmod:poss,3,6,75,,,,0.074074074,46.83572132,to tenge banknotes,23.786633,-16.69348,kk,825.0,825.0,825.0,115.0
1889,меншіктеу операторға,меншіктеу оператор,noun-noun,nmod:poss-nsubj,3,3,26,,,,0.206896552,61.74789871,Proprietary to the operator,28.42252,-11.163843,kk,826.0,826.0,826.0,87.0
1890,президентік кандидат,президентік кандидат,adj-noun,amod-nsubj,3,11,70,,,,0.074074074,42.68618973,Presidential candidate,-32.367367,-39.10449,kk,827.0,827.0,827.0,71.0
1891,метил спиртке,метил спирт,noun-noun,nmod:poss-nmod,3,47,7,,,,0.111111111,48.47077227,to methyl alcohol,36.243423,2.757028,kk,828.0,828.0,828.0,55.0
1892,меншікті капиталға,меншікті капитал,propn-propn,nsubj-flat:name,3,51,3,,,,0.111111111,57.52526727,to equity,18.701275,-12.83018,kk,829.0,829.0,829.0,20.0
1893,сұлтан досмағамбетовке,сұлтан досмағамбетов,noun-verb,obl-root,3,54,7,,,,0.098360656,47.61197416,To Sultan Dosmagambetov,-16.886587,36.034275,kk,831.0,831.0,831.0,53.0
1894,қастеев музейіне,қастеев музей,propn-propn,appos-flat:name,3,6,14,,,,0.3,57.47860081,To the Kasteyev Museum,-19.605263,29.391397,kk,832.0,832.0,832.0,117.0
1895,дінмұхамед қонаевқа,дінмұхаме қонаев,propn-noun,nmod:poss-obl,3,18,73,,,,0.065934066,39.1011467,Dinmukhamed Kunayev,-17.746414,36.010025,kk,834.0,834.0,834.0,53.0
1896,айырбас бағамы,айырбас бағам,propn-propn,nsubj-flat:name,3,42,3,,,,0.133333333,58.72974522,exchange rate,-13.095167,11.387924,kk,835.0,835.0,835.0,52.0
1897,омбы әуежайына,омбы әуежай,propn-propn,flat:name-flat:name,3,3,8,,,,0.545454545,69.75949921,To Omsk Airport,-7.3932996,32.238842,kk,836.0,836.0,836.0,32.0
1898,әбу хурайра,әбу хурайра,noun-noun,nmod:poss-nsubj,3,54,26,,,,0.075,38.57876078,Abu Hanara,1.1968699,38.40035,kk,837.0,837.0,837.0,96.0
1899,әбдіжәміл нұрпейісовке,әбдіжәміл нұрпейісов,propn-propn,flat:name-flat:name,3,24,4,,,,0.214285714,57.76092033,Abdizham Khan Nurpeisov,-15.409757,35.356274,kk,838.0,838.0,838.0,32.0
1900,төлеген тоқтаровқа,төлеген тоқтаров,adj-noun,amod-obj,3,32,3,,,,0.171428571,60.43224512,Tolegen Toktarov,-17.250305,30.724794,kk,840.0,840.0,840.0,117.0
1901,сандық қолтаңбаға,сандық қолтаңба,propn-propn,appos-appos,3,61,3,,,,0.09375,56.42096255,to a digital signature,1.0187777,9.485603,kk,841.0,841.0,841.0,118.0
1902,мемлекеттiк қызмет,мемлекеттiк қызметшi,propn-noun,nmod:poss-nsubj,3,45,52,,,,0.06185567,35.3672284,Civil service,10.35757,-22.081371,kk,842.0,842.0,842.0,76.0
1903,жанар хамитоваға,жанар хамитова,noun-propn,nsubj-nmod:poss,3,81,13,,,,0.063829787,40.63885266,To Zhanar Khamitova,-16.427052,26.03608,kk,843.0,843.0,843.0,91.0
1904,ұлан сарбазға,ұлан сарбаз,noun-noun,nmod:poss-nmod:poss,3,12,31,,,,0.139534884,47.13708555,Ulan to soldiers,-2.407358,24.629574,kk,844.0,844.0,844.0,119.0
1905,тынысы жаңақорған,тыныс жаңақорған,adj-noun,amod-nmod:poss,3,3,7,,,,0.6,70.78379757,Breath of Zhanakorgan,-0.9699889,13.661739,kk,845.0,845.0,845.0,118.0
1906,цемент ерітуге,цемент еріт,propn-propn,nsubj-flat:name,3,6,9,,,,0.4,60.56953971,to thaw cement,32.58261,6.675323,kk,846.0,846.0,846.0,105.0
1907,жұбан молдағалиевке,жұбан молдағалиев,propn-propn,nmod:poss-flat:name,3,7,9,,,,0.375,59.32660905,Zhuban to Moldagaliev,-15.926277,34.33313,kk,848.0,848.0,848.0,32.0
1908,нұрлан оразалинге,нұрлан оразалин,noun-noun,nmod:poss-obj,3,3,19,,,,0.272727273,63.77034266,Nurlan Orazalin,1.7831585,33.015163,kk,849.0,849.0,849.0,96.0
1909,манчес ситиге,манчес сити,adj-noun,amod-nmod:poss,3,5,81,,,,0.069767442,47.95231433,Manches Sitiga,5.487142,46.314213,kk,850.0,850.0,850.0,5.0
1910,есептік-бақылау маркасына,есептік-бақылау марка,propn-propn,nsubj-flat:name,3,3,3,,,,1.0,80.34451102,To the accounting and control stamp,-1.8217051,-17.869587,kk,851.0,851.0,851.0,23.0
1911,посткеңестік кеңістікке,посткеңестік кеңістік,propn-propn,flat:name-flat:name,3,3,4,,,,0.857142857,75.84582987,to the post-Soviet space,-2.8983095,-30.905184,kk,852.0,852.0,852.0,40.0
1912,сума чакрабартиге,сума чакрабарти,propn-noun,amod-nmod:poss,3,12,12,,,,0.25,53.35264855,chakrari,5.4589944,45.98884,kk,853.0,853.0,853.0,5.0
1913,мұсахан қанапияновқа,мұсахан қанапиянов,noun-noun,nmod:poss-nsubj,3,44,55,,,,0.060606061,35.16068519,Musakhan Kanapiyanov,-12.765462,30.696253,kk,854.0,854.0,854.0,32.0
1914,бейжің паралимпиаға,бейжің паралимпиа,propn-propn,appos-flat:name,3,48,4,,,,0.115384615,53.40195534,Beijing Paralympus,15.777549,-7.0946555,kk,855.0,855.0,855.0,2.0
1915,бақша дақылға,бақша дақыл,propn-noun,nmod:poss-nmod:poss,3,3,3,,,,1.0,80.34451102,to a crop of garden,2.921715,21.776743,kk,856.0,856.0,856.0,67.0
1916,александр ткачевке,александр ткачев,noun-noun,compound-obl,3,3,3,,,,1.0,80.34451102,Alexander Tkachevka,14.641801,43.7379,kk,857.0,857.0,857.0,5.0
1917,евфрат калқаға,евфрат калқа,propn-noun,nsubj-nsubj,3,41,11,,,,0.115384615,45.98970831,to Euphrates,5.117781,25.795925,kk,858.0,858.0,858.0,67.0
1918,сыбайлас жемқорлықты,сыбай­лас жемқор­лық,propn-propn,flat:name-flat:name,3,16,10,,,,0.230769231,52.68499509,Corruption,4.4845037,7.2809877,kk,859.0,859.0,859.0,90.0
1919,жібек құраққа,жібек құрақ,noun-noun,nmod:poss-nmod:poss,3,18,6,,,,0.25,55.80666605,to the silk rack,4.7154174,16.354963,kk,860.0,860.0,860.0,6.0
1920,айнұр тұрсынбаеваға,айнұр тұрсынбаев,adj-noun,amod-obj,3,20,33,,,,0.113207547,43.33157847,Ainur Tursynbayeva,-9.431258,32.196144,kk,861.0,861.0,861.0,32.0
1921,жоңғар шапқыншылығы,жоңғар шапқыншылық,propn-propn,nsubj-flat:name,3,9,3,,,,0.5,68.887256,Dzungar invasion,-16.394602,9.125281,kk,862.0,862.0,862.0,52.0
1922,реттік дозаға,реттік доза,adj-noun,amod-nsubj,3,7,36,,,,0.139534884,50.1319726,to the doses of,17.006691,-8.002002,kk,863.0,863.0,863.0,2.0
1923,роберт мертонға,роберт мертон,noun-propn,nsubj-flat:name,3,90,7,,,,0.06185567,44.47870773,to Robert Merton,4.8188887,30.379131,kk,864.0,864.0,864.0,67.0
1924,қ. қожамжаровқа,қ. қожамжаров,propn-propn,obl-obl,3,17,15,,,,0.1875,49.48892916,K. To Kozhamzharov,-23.668877,35.841976,kk,866.0,866.0,866.0,53.0
1925,джаузджан провинциясына,джаузджан провинция,propn-propn,nsubj-flat:name,3,10,5,,,,0.4,61.39714711,to Jausejan province,-29.720608,-14.654203,kk,867.0,867.0,867.0,7.0
1926,мтрк петропавлдаға,мтрк петропавлда,adj-noun,amod-nmod:poss,3,4,4,,,,0.75,71.34715148,MTRK to Petropavlovsk,7.175227,37.664776,kk,868.0,868.0,868.0,46.0
1927,артур фрайға,артур фрай,propn-propn,nsubj-flat:name,3,9,3,,,,0.5,68.887256,arthur fry,2.9601254,27.0737,kk,869.0,869.0,869.0,67.0
1928,магистральдық суағызғыға,магистральдық суағызғы,propn-propn,appos-flat:name,3,3,3,,,,1.0,80.34451102,The main paddle,19.106716,-10.102442,kk,870.0,870.0,870.0,2.0
1929,әбіш кекілбайұльға,әбіш кекілбайұль,propn-propn,appos-flat:name,3,38,6,,,,0.136363636,51.03652574,To the Abish Korkolbayl,-8.72547,29.870525,kk,871.0,871.0,871.0,104.0
1930,ерұлан жамаубаев,ерұлан жамаубаев,propn-propn,appos-flat:name,3,3,4,,,,0.857142857,75.84582987,Erulan Zhamaubayev,-10.816819,43.924408,kk,872.0,872.0,872.0,47.0
1931,әлихан смайыловқа,әлихан смайылов,propn-noun,nmod:poss-root,3,4,45,,,,0.12244898,53.80224385,Alikhan Smailov,-13.903648,32.72007,kk,873.0,873.0,873.0,32.0
1932,нұрбақыт теңізбаевқа,нұрбақыт теңізбаев,adj-noun,amod-obl,3,30,6,,,,0.166666667,52.52199093,Nurbaky Tengizbayev,-18.410406,33.579975,kk,874.0,874.0,874.0,117.0
1933,шаянтәрізді класқа,шаянтәрізді клас,adj-noun,amod-obj,3,34,9,,,,0.139534884,48.5941362,to a wrapping crack,3.0572453,14.212956,kk,875.0,875.0,875.0,118.0
1934,пайыздық үстемеге,пайыздық үстеме,noun-noun,nmod:poss-nsubj,3,40,10,,,,0.12,46.8171857,Interested in percent,20.90497,-13.223378,kk,876.0,876.0,876.0,115.0
1935,салалық журналистиканы,салалық журналистикан,propn-propn,nmod:poss-flat:name,3,52,12,,,,0.09375,43.91040594,Sectoral journalism,-15.836384,-11.987458,kk,877.0,877.0,877.0,1.0
1936,темекі шегушіге,темекі шегуш,noun-noun,nmod:poss-obj,3,34,12,,,,0.130434783,46.55560549,to a smoker,19.349377,41.66135,kk,878.0,878.0,878.0,29.0
1937,атамекен стартап,атамекен стартап,adj-noun,amod-nmod:poss,3,26,7,,,,0.181818182,52.1874402,Atameka startup,13.509823,26.745626,kk,879.0,879.0,879.0,68.0
1938,нидерлан корольдік,нидерлан корольдік,noun-noun,nmod:poss-obl,3,48,48,,,,0.0625,35.46212468,Netherlands Royal,-29.828537,-0.5340284,kk,882.0,882.0,882.0,84.0
1939,қылмыскер іздестіру,қылмыскер іздестір,adj-noun,amod-obl,3,4,46,,,,0.12,53.66582424,Search for a criminal,7.5310464,-19.60915,kk,883.0,883.0,883.0,37.0
1940,баба рухқа,баба рух,propn-propn,nsubj-flat:name,3,65,4,,,,0.086956522,51.53199409,Baba to the spirit,1.4470026,25.835432,kk,884.0,884.0,884.0,67.0
1941,провизорлық стационарға,провизорлық стационар,adj-noun,amod-nmod:poss,3,8,3,,,,0.545454545,69.75949921,to a provisional hospital,20.636549,-3.2504418,kk,885.0,885.0,885.0,2.0
1942,баян есентаева,баян есентае,propn-propn,obl-flat:name,3,6,8,,,,0.428571429,61.44177461,Bayan Yessentayeva,-11.193446,46.643032,kk,886.0,886.0,886.0,103.0
1943,қалибек қуанышбаев,қалибек қуанышбаев,propn-propn,appos-flat:name,3,64,3,,,,0.089552239,56.12576151,Kalibek Kuanyshbayev,-10.598146,38.645863,kk,888.0,888.0,888.0,47.0
1944,имам хомейниге,имам хомейни,propn-propn,appos-flat:name,3,8,3,,,,0.545454545,69.75949921,imam homainia,5.35041,47.774178,kk,890.0,890.0,890.0,5.0
1945,гурбангуль бердімұхамедке,гурбангуль бердімұхамев,noun-noun,compound-root,3,31,9,,,,0.15,49.1756412,Gurbangul Berdymukhamed,-14.027005,36.27242,kk,892.0,892.0,892.0,32.0
1946,тіс пастаға,тіс паста,propn-noun,nmod:poss-nsubj,3,3,35,,,,0.157894737,59.86891823,to toothpaste,7.712611,25.94399,kk,894.0,894.0,894.0,6.0
1947,ги мунға,ги мун,propn-propn,flat:name-flat:name,3,3,3,,,,1.0,80.34451102,to a gi moon,8.823401,34.27368,kk,895.0,895.0,895.0,46.0
1948,ботағай кесенесіне,ботағай кесене,propn-propn,nsubj-flat:name,3,15,3,,,,0.333333333,65.33243832,to a botagai mausoleum,-2.0058744,16.507751,kk,896.0,896.0,896.0,118.0
1949,нурбибі тузелбаеваға,нурбибі тузелбаев,propn-propn,appos-flat:name,3,20,8,,,,0.214285714,52.85137126,Nacribii Tuzzel,-9.237397,33.777336,kk,897.0,897.0,897.0,32.0
1950,дулат ағаділге,дулат ағаділ,propn-noun,nmod:poss-obl,3,9,86,,,,0.063157895,42.86011583,Dulat to Agadel,9.648711,17.013218,kk,898.0,898.0,898.0,6.0
1951,біржан нұрымбетов,біржан нұрымбетов,propn-propn,appos-flat:name,3,5,7,,,,0.5,64.05370307,Birzhan Nurymbetov,-11.464514,41.11337,kk,899.0,899.0,899.0,47.0
1952,ұос ардагерге,ұос ардагер,noun-noun,nmod:poss-nmod:poss,3,23,60,,,,0.072289157,38.71407194,to the veteran of the Great Patriotic War,-14.47555,16.428755,kk,900.0,900.0,900.0,52.0
1953,бақытбек смағұлға,бақытбек смағұл,noun-noun,nmod:poss-nsubj,3,12,15,,,,0.222222222,51.83669414,Bakhytbek to Smagul,-6.302332,27.803865,kk,901.0,901.0,901.0,104.0
1954,кеден қоймасы,кеден қойма,propn-propn,flat:name-flat:name,3,6,7,,,,0.461538462,62.46606465,customs warehouse,10.898264,12.91972,kk,902.0,902.0,902.0,9.0
